0;8169;11807
1;7417;11572
2;7417;11172
3;7417;10824
4;7417;10829
5;7417;11132
6;6453;10896
7;6453;10715
8;6453;10716
9;6453;10819
10;6453;10353
11;6453;10207
12;6453;9653
13;6166;9607
14;5446;9408
15;5446;9228
16;5336;9353
17;5336;9530
18;5336;9276
19;5297;9430
20;5297;9603
21;5297;9796
22;5297;9467
23;5290;8912
24;5148;9059
25;5148;8840
26;5148;8740
27;5148;8665
28;4338;8557
29;4338;8457
30;4338;8912
31;4338;8831
32;4338;8858
33;4338;8936
34;4338;8784
35;4338;8719
36;4338;8939
37;4338;8570
38;4338;7958
39;4338;7892
40;4310;7603
41;4303;7477
42;4228;7715
43;4228;7924
44;4228;7713
45;4228;7906
46;4228;8323
47;4228;8633
48;4228;8237
49;4228;8114
50;4228;8395
51;4228;8325
52;4228;8068
53;4228;8212
54;4228;8616
55;4228;8965
56;4228;9003
57;4228;9281
58;4228;9348
59;4228;9678
60;4228;9413
61;4228;9156
62;4228;9092
63;4228;8870
64;4228;9036
65;4228;8929
66;4228;9359
67;4228;9274
68;4228;8764
69;4228;9035
70;4228;8208
71;4228;8372
72;4228;8263
73;4228;8036
74;4228;8632
75;4228;8717
76;4228;8577
77;4228;8603
78;4228;9330
79;4228;9350
80;4228;9250
81;4228;8714
82;4228;8671
83;4197;8770
84;4197;8491
85;4197;8305
86;4197;7819
87;4197;8005
88;4197;8545
89;4197;8457
90;4197;8126
91;4197;8226
92;4197;8395
93;4197;8381
94;4197;8152
95;4197;8094
96;4197;8016
97;4197;8255
98;4197;8419
99;4197;8387
100;4167;8273
101;4163;8585
102;4163;8264
103;4156;8057
104;4156;8204
105;4156;8389
106;4156;8628
107;4156;8294
108;4156;7987
109;4156;8064
110;4156;8039
111;4156;8710
112;4156;8721
113;4156;8770
114;4156;8291
115;4156;8159
116;4156;8262
117;4132;8265
118;4132;8065
119;4132;8627
120;4132;8370
121;4132;8352
122;4132;8811
123;4132;8810
124;4132;9275
125;4132;9253
126;4132;9781
127;4132;9402
128;4132;9030
129;4132;9082
130;4132;8125
131;4125;7854
132;4125;7744
133;4094;8015
134;4094;7866
135;3784;7700
136;3784;7216
137;3784;7372
138;3771;7271
139;3771;7758
140;3771;7806
141;3771;8015
142;3771;8224
143;3771;7995
144;3771;7237
145;3704;6964
146;3704;6879
147;3704;7195
148;3704;7749
149;3704;8210
150;3704;8057
151;3704;8079
152;3704;8011
153;3704;8029
154;3704;7467
155;3641;7620
156;3633;7237
157;3633;7262
158;3633;7323
159;3633;7832
160;3633;7373
161;3633;7573
162;3633;7903
163;3633;7937
164;3633;8054
165;3592;8174
166;3592;7823
167;3592;7316
168;3592;6760
169;3578;6832
170;3578;7108
171;3578;7212
172;3578;6975
173;3578;6594
174;3578;6585
175;3578;7135
176;3578;7557
177;3578;7746
178;3578;7594
179;3578;7799
180;3578;8027
181;3578;8065
182;3578;8395
183;3578;8217
184;3578;7696
185;3578;7830
186;3578;7760
187;3578;7764
188;3570;7567
189;3570;7637
190;3570;7797
191;3570;7797
192;3570;7994
193;3570;7619
194;3570;7586
195;3570;7805
196;3570;7875
197;3570;8034
198;3570;8316
199;3570;8012
200;3568;7404
201;3568;7952
202;3568;7273
203;3568;7601
204;3568;6914
205;3568;6918
206;3568;7181
207;3568;7398
208;3568;7375
209;3568;7163
210;3568;7723
211;3568;7804
212;3535;7666
213;3535;7368
214;3535;7461
215;3535;7298
216;3535;7282
217;3535;7261
218;3535;6973
219;3535;6892
220;3535;6709
221;3535;6680
222;3535;7121
223;3535;7373
224;3522;7013
225;3522;7647
226;3522;7101
227;3522;7587
228;3522;7787
229;3522;7641
230;3522;7342
231;3522;7383
232;3522;6947
233;3488;7099
234;3488;6889
235;3488;6739
236;3488;6708
237;3488;6868
238;3488;6776
239;3488;6802
240;3488;6971
241;3488;6916
242;3488;7191
243;3488;7398
244;3488;7932
245;3488;7585
246;3488;7404
247;3488;7029
248;3483;6596
249;3473;6391
250;3473;6436
251;3473;6315
252;3473;6679
253;3473;6487
254;3473;6534
255;3473;7058
256;3473;6901
257;3473;7232
258;3473;7047
259;3473;7010
260;3473;7294
261;3473;7321
262;3473;7517
263;3473;7678
264;3473;7635
265;3473;7767
266;3473;7846
267;3473;7596
268;3473;7554
269;3473;6969
270;3473;6490
271;3473;6630
272;3446;6784
273;3446;6736
274;3446;6701
275;3446;6645
276;3439;6937
277;3439;6692
278;3439;6697
279;3439;6621
280;3439;6711
281;3439;6597
282;3439;6617
283;3439;6595
284;3439;6777
285;3439;7046
286;3439;7508
287;3439;7338
288;3439;7333
289;3439;7296
290;3439;7256
291;3439;7160
292;3439;6836
293;3439;7094
294;3439;7508
295;3439;7538
296;3439;7593
297;3439;7805
298;3439;7546
299;3439;7402
300;3423;7529
301;3423;7582
302;3423;7419
303;3423;7756
304;3423;7242
305;3423;7607
306;3423;8189
307;3423;8119
308;3423;8071
309;3423;7746
310;3423;7537
311;3423;7096
312;3423;7508
313;3423;7583
314;3423;7580
315;3423;7654
316;3423;7603
317;3423;7448
318;3423;7208
319;3422;7271
320;3422;7527
321;3422;7184
322;3422;6835
323;3422;6877
324;3422;7004
325;3422;6949
326;3422;7196
327;3422;7217
328;3395;6562
329;3395;6491
330;3395;6851
331;2479;6748
332;2479;6598
333;2479;5837
334;2479;5876
335;2479;5933
336;2479;6129
337;2479;6302
338;2479;6437
339;2479;6521
340;2479;7084
341;2453;7160
342;2453;7163
343;2453;7158
344;2453;6543
345;2453;6788
346;2453;6781
347;2453;6378
348;2453;6185
349;2446;5778
350;2446;5878
351;2446;6151
352;2446;5915
353;2446;6342
354;2446;6160
355;2446;6670
356;2446;6678
357;2446;6841
358;2446;6627
359;2425;6995
360;2425;6690
361;2425;6441
362;2425;6771
363;2425;6931
364;2425;6997
365;2425;6670
366;2425;6440
367;2425;6566
368;2425;6814
369;2425;6312
370;2425;6357
371;2425;6243
372;2425;6445
373;2425;6617
374;2425;6357
375;2425;6269
376;2425;5612
377;2425;5920
378;2425;5824
379;2425;5828
380;2425;6116
381;2425;6106
382;2425;6216
383;2417;5833
384;2417;5838
385;2417;5967
386;2417;6505
387;2417;6398
388;2417;6235
389;2417;6097
390;2417;5814
391;2417;6257
392;2417;6314
393;2417;6339
394;2417;6477
395;2417;6107
396;2417;6342
397;2417;5617
398;2417;5541
399;2417;5592
400;2417;5826
401;2417;6186
402;2417;6120
403;2417;6068
404;2417;6168
405;2417;6080
406;2417;6031
407;2417;6248
408;2417;6394
409;2417;6665
410;2417;6714
411;2417;6721
412;2417;6881
413;2417;6802
414;2417;6764
415;2417;6999
416;2417;7142
417;2403;6794
418;2403;6277
419;2401;6143
420;2401;5710
421;2401;5783
422;2401;5878
423;2401;6259
424;2401;5867
425;2401;5910
426;2399;5950
427;2399;5715
428;2399;5934
429;2399;6216
430;2399;6372
431;2399;6159
432;2399;6248
433;2399;6586
434;2399;6887
435;2399;7018
436;2399;6721
437;2399;6243
438;2399;6275
439;2399;6752
440;2399;6352
441;2399;5992
442;2399;6124
443;2399;5819
444;2399;5652
445;2399;5832
446;2399;6164
447;2399;6118
448;2399;6264
449;2399;6775
