0;2973;5478
1;2054;5349
2;2054;5011
3;1227;5142
4;1227;4796
5;1042;4721
6;1042;3943
7;1020;3582
8;986;3294
9;986;3371
10;986;3558
11;986;3557
12;917;3473
13;917;3319
14;883;3448
15;833;3511
16;833;3064
17;833;3386
18;829;3216
19;829;3061
20;801;3145
21;784;2956
22;781;2795
23;781;2903
24;781;2718
25;693;2654
26;693;2597
27;693;2627
28;571;2586
29;560;2383
30;488;2237
31;482;1974
32;446;2146
33;446;2151
34;439;2001
35;392;1878
36;392;1733
37;378;1733
38;361;1636
39;354;1814
40;354;1885
41;354;1893
42;354;1753
43;354;1939
44;351;1656
45;351;1897
46;319;1871
47;319;1772
48;306;1706
49;306;1703
50;306;1848
51;306;1698
52;306;1950
53;306;1865
54;207;1480
55;207;1702
56;207;1803
57;207;2041
58;207;1948
59;207;2077
60;207;2272
61;200;1943
62;193;1585
63;193;1504
64;185;1296
65;185;1146
66;179;1312
67;179;1431
68;179;1356
69;175;1462
70;175;1292
71;175;1283
72;175;1223
73;172;1143
74;172;1475
75;172;1390
76;172;1430
77;172;1526
78;172;1497
79;172;1480
80;169;1477
81;169;1491
82;169;1550
83;169;1726
84;169;1732
85;169;1537
86;169;1527
87;169;1648
88;165;1331
89;158;1557
90;158;1540
91;158;1445
92;158;1399
93;150;1538
94;134;1246
95;134;1399
96;134;1448
97;134;1449
98;125;1574
99;125;1375
100;125;1375
101;122;1417
102;118;1129
103;118;1336
104;118;1484
105;118;1297
106;118;1294
107;118;1330
108;118;1305
109;118;1348
110;118;1238
111;118;954
112;118;1185
113;118;1276
114;118;1498
115;118;1492
116;118;1209
117;118;1268
118;118;1477
119;118;1407
120;118;1296
121;118;1122
122;118;1249
123;118;1371
124;118;1332
125;118;1387
126;116;1472
127;109;1316
128;109;1314
129;109;1374
130;109;1725
131;109;1489
132;109;1230
133;103;1181
134;103;1165
135;103;1281
136;103;1392
137;103;1454
138;103;1301
139;103;1068
140;103;1083
141;103;1466
